,pdf_url,save_path
30,https://scert.cg.gov.in/pdf/sla2019-20/FA1-201920-ALL/Maths/MATHS%20CLASS-6%20FA.pdf,../scert_cg/123456789_scertchhattisgarh_990259?e=19|*|||.pdf
31,https://scert.cg.gov.in/pdf/sla2019-20/FA1-201920-ALL/Maths/MATHS%20CLASS-7%20FA.pdf,../scert_cg/123456789_scertchhattisgarh_990260?e=0|*|||.pdf
32,https://scert.cg.gov.in/pdf/sla2019-20/FA1-201920-ALL/Maths/MATHS%20CLASS%20-%208%20FA.pdf,../scert_cg/123456789_scertchhattisgarh_990261?e=1|*|||.pdf
33,https://scert.cg.gov.in/pdf/sla2019-20/FA2-201920-ALL/Maths/1st-Maths%20FA2.pdf,../scert_cg/123456789_scertchhattisgarh_990293?e=2|*|||.pdf
34,https://scert.cg.gov.in/pdf/sla2019-20/FA2-201920-ALL/Maths/2nd-Maths%20FA2.pdf,../scert_cg/123456789_scertchhattisgarh_990294?e=3|*|||.pdf
35,https://scert.cg.gov.in/pdf/sla2019-20/FA2-201920-ALL/Maths/3rd-Maths%20FA2.pdf,../scert_cg/123456789_scertchhattisgarh_990295?e=4|*|||.pdf
36,https://scert.cg.gov.in/pdf/sla2019-20/FA2-201920-ALL/Maths/4th-Maths%20FA2.pdf,../scert_cg/123456789_scertchhattisgarh_990296?e=5|*|||.pdf
37,https://scert.cg.gov.in/pdf/sla2019-20/FA2-201920-ALL/Maths/6th%20Maths%20FA2.pdf,../scert_cg/123456789_scertchhattisgarh_990298?e=7|*|||.pdf
38,https://scert.cg.gov.in/pdf/sla2019-20/FA2-201920-ALL/Maths/7th%20Maths%20FA2.pdf,../scert_cg/123456789_scertchhattisgarh_990299?e=8|*|||.pdf
39,https://scert.cg.gov.in/pdf/sla2019-20/PA1-B-QP/MATSH%20CLASS%20-%201%20PA%20SET-2.pdf,../scert_cg/123456789_scertchhattisgarh_990324?e=10|*|||.pdf
40,https://scert.cg.gov.in/pdf/sla2019-20/PA1-B-QP/MATSH%20CLASS%20-%203%20PA%20SET-2.pdf,../scert_cg/123456789_scertchhattisgarh_990326?e=12|*|||.pdf
41,https://scert.cg.gov.in/pdf/sla2019-20/PA1-B-QP/MATSH%20CLASS%20-%204%20PA%20SET-2.pdf,../scert_cg/123456789_scertchhattisgarh_990327?e=13|*|||.pdf
42,https://scert.cg.gov.in/pdf/sla2019-20/PA1-B-QP/MATSH%20CLASS%20-%205%20PA%20SET-2.pdf,../scert_cg/123456789_scertchhattisgarh_990328?e=14|*|||.pdf
43,https://scert.cg.gov.in/pdf/sla2019-20/PA1-B-QP/MATSH%20CLASS%20-%206%20PA%20SET-2.pdf,../scert_cg/123456789_scertchhattisgarh_990329?e=15|*|||.pdf
44,https://scert.cg.gov.in/pdf/sla2019-20/PA1-B-QP/MATSH%20CLASS%20-%207%20PA%20SET-2.pdf,../scert_cg/123456789_scertchhattisgarh_990330?e=16|*|||.pdf
45,https://scert.cg.gov.in/pdf/sla/qpclass1/Ganit%20Class-1.pdf,../scert_cg/123456789_scertchhattisgarh_990339?e=18|*|||.pdf
46,https://scert.cg.gov.in/pdf/sla/qpclass2/Ganit.pdf,../scert_cg/123456789_scertchhattisgarh_990345?e=19|*|||.pdf
47,https://scert.cg.gov.in/pdf/sla/qpclass3/Ganit%203.pdf,../scert_cg/123456789_scertchhattisgarh_990351?e=0|*|||.pdf
48,https://scert.cg.gov.in/pdf/sla/qpclass4/Ganit.pdf,../scert_cg/123456789_scertchhattisgarh_990359?e=1|*|||.pdf
49,https://scert.cg.gov.in/pdf/sla/qpclass5-hindimed/Ganit_%20Class-5th.pdf,../scert_cg/123456789_scertchhattisgarh_990367?e=2|*|||.pdf
50,https://scert.cg.gov.in/pdf/sla/qpaperclass6/6th%20Maths.pdf,../scert_cg/123456789_scertchhattisgarh_990375?e=3|*|||.pdf
51,https://scert.cg.gov.in/pdf/sla/qpaperclass7/7th%20Maths.pdf,../scert_cg/123456789_scertchhattisgarh_990385?e=4|*|||.pdf
52,https://scert.cg.gov.in/pdf/sla/qpaperclass8thhindimedium/Ganit%20%20Class-8th.pdf,../scert_cg/123456789_scertchhattisgarh_990395?e=5|*|||.pdf
53,https://scert.cg.gov.in/pdf/sla/qpaperclass8thenglishmedium/Maths%20Class%20-8th%20EM.pdf,../scert_cg/123456789_scertchhattisgarh_990401?e=6|*|||.pdf
54,https://scert.cg.gov.in/pdf/sla2019-20/CG-HINDI-QP-SA1-2019-20/3.%20Class%201%20to%208%20Maths/1st%20Maths%20SA1.pdf,../scert_cg/123456789_scertchhattisgarh_990457?e=7|*|||.pdf
55,https://scert.cg.gov.in/pdf/sla2019-20/CG-HINDI-QP-SA1-2019-20/3.%20Class%201%20to%208%20Maths/2nd%20Maths%20SA1.pdf,../scert_cg/123456789_scertchhattisgarh_990459?e=8|*|||.pdf
56,https://scert.cg.gov.in/pdf/sla2019-20/CG-HINDI-QP-SA1-2019-20/3.%20Class%201%20to%208%20Maths/3rd%20Maths%20SA1.pdf,../scert_cg/123456789_scertchhattisgarh_990461?e=9|*|||.pdf
